ap ,id    ,date    ,hjd          ,ra       ,dec      ,v     ,bv    ,teff  ,feh   ,feh_err,logg  ,logg_err,vsini ,vsini_err,rv        ,rve    ,fwhm      ,ccph  ,instr 
173,10916,20101007,2455476.95385,5.881946,32.75991,15.704,0.964,5421,-0.104,0.057,4.279,0.131,3.04,0.38,26.914,0.364,12.1533,0.8883,chelle
84,20001,20110408,2455659.63083,5.884931,32.69349,14.958,0.486,7493,-1.073,0.128,3.939,0.115,200,0,31.629,54.273,197.64,0.4234,chelle
80,20002,20080320,2454545.62173,88.31678,32.675831,15.445,0.77,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,5.3441,1.142,48.81,0.75,hydraN
79,20002,20081012,2454751.98724,88.31678,32.675831,15.445,0.77,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,6.7845,1.406,47.58,0.84,hydraN
211,20002,20081123,2454793.80209,5.887786,32.675835,15.445,0.77,6109,-0.287,0.053,3.926,0.104,28.39,0.1,6.472,1.857,28.45,0.7935,chelle
41,20002,20090108,2454839.62128,88.31678,32.675831,15.445,0.77,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,5.4821,2.96,45.23,0.67,hydraN
94,20002,20090214,2454876.6958,5.887786,32.675835,15.445,0.77,6109,-0.28,0.06,4.106,0.11,26.94,0.04,7.086,1.036,26.96,0.9014,chelle
89,20002,20090314,2454904.66208,88.31678,32.675831,15.445,0.77,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,6.9373,3.08,52.46,0.81,hydraN
38,20002,20090316,2454906.73872,88.31678,32.675831,15.445,0.77,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.7111,5.767,51.95,0.63,hydraN
79,20002,20101227,2455557.74916,88.31678,32.675831,15.445,0.77,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.2237,0.655,50.21,0.88,hydraN
48,20002,20121230,2456291.80569,88.31678,32.675831,15.445,0.77,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,10.8263,5.263,52.64,0.44,hydraN
79,20002,20130119,2456311.70071,88.31678,32.675831,15.445,0.77,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.2071,1.382,48.75,0.81,hydraN
80,20002,20131223,2456649.86187,88.31678,32.675831,15.445,0.77,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,6.9558,1.474,51.02,0.89,hydraN
66,20002,20140110,2456667.84234,88.31678,32.675831,15.445,0.77,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.1349,0.939,50.26,0.87,hydraN
79,20002,20140208,2456696.74853,88.31678,32.675831,15.445,0.77,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.7313,1.306,50.24,0.83,hydraN
79,20002,20150205,2457058.82018,88.31678,32.675831,15.445,0.77,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.4013,1.737,52.29,0.75,hydraN
79,20002,20150309,2457090.6866,88.31678,32.675831,15.445,0.77,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,6.5565,2.077,51.23,0.79,hydraN
122,20003,20080225,2454521.73659,5.884767,32.685196,15.618,0.838,5849,-0.442,0.068,3.951,0.12,0.36,0.18,0.359,0.378,9.57,0.8391,chelle
38,20003,20080321,2454546.61952,88.2715,32.6852,15.618,0.838,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-0.2541,0.611,30.43,0.84,hydraN
45,20003,20081013,2454752.89494,88.2715,32.6852,15.618,0.838,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.166,1.355,35.3,0.84,hydraN
217,20003,20081125,2454795.68654,5.884767,32.685196,15.618,0.838,5849,-0.508,0.075,4.095,0.116,1.17,0.51,0.011,0.235,9.90333,0.8746,chelle
88,20003,20090214,2454876.6958,5.884767,32.685196,15.618,0.838,5849,-0.469,0.072,3.9,0.12,0.29,0.14,0.259,0.203,9.65,0.9185,chelle
66,20003,20091225,2455190.69799,88.2715,32.6852,15.618,0.838,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-0.1173,1.085,36.54,0.89,hydraN
66,20003,20100304,2455259.65699,88.2715,32.6852,15.618,0.838,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.1196,1.174,35.03,0.83,hydraN
66,20003,20140216,2456704.62335,88.2715,32.6852,15.618,0.838,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-0.1769,1.602,35.86,0.79,hydraN
38,20003,20141006,2456936.95638,88.2715,32.6852,15.618,0.838,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-0.0372,2.379,40.56,0.53,hydraN
38,20003,20150205,2457058.70573,88.2715,32.6852,15.618,0.838,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.4107,0.313,34.9,0.93,hydraN
45,20005,20080130,2454495.62534,88.264336,32.712685,15.721,0.774,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-67.7137,5.486,26.84,0.16,hydraN
115,20005,20080228,2454524.68765,5.884289,32.712688,15.721,0.774,6093,-0.185,0.047,4.043,0.102,17.97,0.02,7.387,0.995,20.61,0.8705,chelle
115,20005,20080301,2454526.70915,5.884289,32.712688,15.721,0.774,6093,-0.258,0.055,4.145,0.102,18.72,0.02,7.89,0.774,20.56,0.8904,chelle
23,20005,20080321,2454546.61952,88.264336,32.712685,15.721,0.774,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,6.3881,0.952,41.74,0.74,hydraN
26,20005,20080323,2454548.61608,88.264336,32.712685,15.721,0.774,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.2293,1.205,38.78,0.79,hydraN
201,20005,20081024,2454764.85411,5.884289,32.712688,15.721,0.774,6093,-0.205,0.047,4.191,0.098,18.22,0.02,7.379,0.705,20.78,0.898,chelle
201,20005,20081025,2454764.85411,5.884289,32.712688,15.721,0.774,6093,-0.205,0.047,4.191,0.098,18.22,0.02,7.38,0.705,20.78,0.898,chelle
92,20005,20081123,2454793.91468,5.884289,32.712688,15.721,0.774,6093,-0.288,0.057,4.03,0.098,19.91,0.1,7.624,0.926,21.02,0.806,chelle
45,20005,20100105,2455201.66881,88.264336,32.712685,15.721,0.774,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.5956,0.975,45.19,0.9,hydraN
62,20005,20140111,2456668.6731,88.264336,32.712685,15.721,0.774,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,6.5837,0.88,44.44,0.88,hydraN
66,20006,20080320,2454545.62173,88.320503,32.7085,15.837,0.913,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.2631,1.301,35.39,0.8,hydraN
85,20006,20080323,2454548.61608,88.320503,32.7085,15.837,0.913,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.2677,0.683,33.99,0.75,hydraN
16,20006,20090116,2454847.69614,88.320503,32.7085,15.837,0.913,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.5076,0.266,22.25,0.87,hydraN
87,20006,20090213,2454875.69127,5.888033,32.708504,15.837,0.913,5586,-0.159,0.054,4.333,0.111,8.94,0.04,8.581,0.477,14.81,0.8987,chelle
89,20006,20121210,2456271.89222,88.320503,32.7085,15.837,0.913,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.5869,0.732,37,0.91,hydraN
45,20006,20131223,2456649.75103,88.320503,32.7085,15.837,0.913,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.4618,1.382,38.19,0.92,hydraN
66,20006,20140110,2456667.67539,88.320503,32.7085,15.837,0.913,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.07,0.744,39.31,0.92,hydraN
80,20006,20140208,2456696.74853,88.320503,32.7085,15.837,0.913,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.8044,1.12,38.15,0.82,hydraN
66,20006,20141006,2456936.95638,88.320503,32.7085,15.837,0.913,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,6.3665,2.349,41.41,0.52,hydraN
66,20006,20150205,2457058.70573,88.320503,32.7085,15.837,0.913,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.3462,1.009,40.78,0.9,hydraN
38,20006,20150209,2457062.82705,88.320503,32.7085,15.837,0.913,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,6.7219,0.902,39.64,0.91,hydraN
89,20006,20150309,2457090.6866,88.320503,32.7085,15.837,0.913,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.04,0.605,39.84,0.93,hydraN
113,20011,20080302,2454527.68799,5.88404,32.695499,16.407,0.887,5675,-0.856,0.059,2.93,0.112,7.25,0,25.948,0.459,10.35,0.7934,chelle
15,20011,20080322,2454547.62171,88.260597,32.695499,16.407,0.887,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,25.2654,2.149,30.29,0.34,hydraN
212,20011,20081023,2454762.86746,5.88404,32.695499,16.407,0.887,5675,-0.855,0.056,2.864,0.152,7.05,0.08,25.739,0.292,10.01,0.8902,chelle
216,20011,20081125,2454795.68654,5.88404,32.695499,16.407,0.887,5675,-0.895,0.056,2.573,0.123,7.5,0,25.581,0.531,10.19,0.7206,chelle
12,20011,20090115,2454846.70022,88.260597,32.695499,16.407,0.887,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,24.4037,1.147,19.57,0.25,hydraN
80,20011,20120131,2455957.62683,88.260597,32.695499,16.407,0.887,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,25.4324,1.852,31.9,0.72,hydraN
66,20011,20130120,2456312.82664,88.260597,32.695499,16.407,0.887,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,26.2445,1.947,32.89,0.65,hydraN
89,20013,20080321,2454546.61952,88.319931,32.704163,16.411,0.842,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,6.2114,2.025,32.94,0.59,hydraN
220,20013,20081023,2454762.86746,5.887996,32.70417,16.411,0.842,5834,-0.251,0.059,3.585,0.117,7.5,0,7.834,0.266,11.35,0.9004,chelle
215,20013,20081123,2454793.80209,5.887996,32.70417,16.411,0.842,5834,-0.303,0.056,3.717,0.119,6.95,0.08,7.779,0.412,11.11,0.8031,chelle
41,20013,20090113,2454844.64143,88.319931,32.704163,16.411,0.842,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.5633,2.638,22.13,0.2,hydraN
107,20013,20100306,2455261.70111,5.887996,32.70417,16.411,0.842,5834,-0.233,0.056,3.757,0.112,6.09,0.25,8.126,0.459,10.51,0.6996,chelle
79,20013,20101225,2455555.74286,88.319931,32.704163,16.411,0.842,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.0796,1.74,35.75,0.68,hydraN
80,20013,20110225,2455617.72329,88.319931,32.704163,16.411,0.842,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.268,1.381,36.03,0.79,hydraN
89,20013,20110319,2455639.66024,88.319931,32.704163,16.411,0.842,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.073,2.64,34.99,0.56,hydraN
80,20013,20120201,2455958.76095,88.319931,32.704163,16.411,0.842,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.4184,1.95,36.53,0.78,hydraN
80,20013,20120308,2455994.64976,88.319931,32.704163,16.411,0.842,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,7.6917,1.095,35.41,0.73,hydraN
38,20013,20140111,2456668.6731,88.319931,32.704163,16.411,0.842,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.3595,3.717,37.18,0.48,hydraN
89,20013,20140216,2456704.62335,88.319931,32.704163,16.411,0.842,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.084,2.996,37.69,0.48,hydraN
126,20018,20080225,2454521.73659,5.888148,32.690117,16.664,0.937,5507,-0.134,0.061,4.223,0.132,7.25,0.05,8.464,0.802,13.16,0.7624,chelle
234,20018,20101119,2455519.80379,5.888148,32.690115,16.664,0.937,5507,-0.174,0.057,4.233,0.131,7.49,0.11,9.228,0.387,13.61,0.898,chelle
223,20019,20101119,2455519.80379,5.885753,32.693295,16.941,1.186,4799,-0.788,0.082,2.787,0.229,3.63,0.23,10.297,0.308,10.27,0.8747,chelle
124,20020,20080224,2454520.70357,5.88666,32.68692,17.177,1.145,4903,-0.247,0.093,4.003,0.224,1.05,0.3,7.375,0.573,12.01,0.8198,chelle
217,20020,20081022,2454761.82812,5.88666,32.68692,17.177,1.145,4903,-0.217,0.093,4.046,0.2,1.64,0.67,8.21215,0.556,13.515,0.8452,chelle
97,20020,20081026,2454765.98197,5.88666,32.68692,17.177,1.145,4903,-0.197,0.082,4.053,0.221,0.99,0.63,7.737,0.578,11.88,0.834,chelle
95,20020,20081123,2454793.91468,5.88666,32.68692,17.177,1.145,4903,-0.243,0.086,4.05,0.216,0.51,0.9,7.594,0.701,12.5275,0.7941,chelle
85,20020,20090213,2454875.69127,5.88666,32.68692,17.177,1.145,4903,-0.214,0.089,4.02,0.216,0.14,0.18,7.691,0.641,12.09,0.8138,chelle
208,20037,20081024,2454764.85411,5.881864,32.70945,17.833,1.123,4960,-0.237,0.094,3.901,0.2,2.16,0.29,-12.286,0.532,12.29,0.7955,chelle
208,20037,20081025,2454764.85411,5.881864,32.70945,17.833,1.123,4960,-0.237,0.094,3.901,0.2,2.16,0.29,-12.292,0.532,12.29,0.7955,chelle
205,20037,20081125,2454795.68654,5.881864,32.70945,17.833,1.123,4960,-0.404,0.083,4.18,0.21,0.08,0.26,-12.294,1.229,13.47,0.5454,chelle
73,20037,20090214,2454876.6958,5.881864,32.70945,17.833,1.123,4960,-0.384,0.085,3.972,0.201,1.74,0.18,-12.148,0.615,12.56,0.8011,chelle
93,20037,20100306,2455261.70111,5.881864,32.70945,17.833,1.123,4960,-0.554,0.057,3.702,0.253,0.85,0.36,-11.95,1.477,10.52,0.365,chelle
219,20038,20081026,2454765.83086,5.888077,32.713558,17.881,1.151,4887,-0.176,0.083,3.928,0.239,4.87,0.67,17.495,0.688,14.75,0.8178,chelle
97,20038,20081123,2454793.91468,5.888077,32.713558,17.881,1.151,4887,-0.502,0.084,3.938,0.236,3.98,0.29,17.353,1.121,13.34,0.6414,chelle
87,20038,20090214,2454876.6958,5.888077,32.713558,17.881,1.151,4887,-0.155,0.083,3.932,0.22,5.99,0.28,17.669,0.763,15.19,0.758,chelle
72,20042,20101119,2455519.91915,5.886522,32.688105,18.086,1.422,4274,-0.457,0.068,2.018,0.095,3.35,0.46,-42.002,0.628,10.42,0.7738,chelle
65,20044,20101119,2455519.91915,5.884883,32.688105,17.983,1.114,4984,-0.347,0.088,4.214,0.184,-0.02,0.31,21.996,0.618,14.31,0.8119,chelle
119,20604,20080225,2454521.73659,5.882868,32.714386,17.526,1.082,5072,-0.505,0.081,3.908,0.209,1.84,0.45,8.913,1.192,9.39,0.4257,chelle
207,20604,20081026,2454765.83086,5.882868,32.714386,17.526,1.082,5072,-0.189,0.083,4.06,0.197,5.79,0.49,8.903,0.543,14.78,0.8478,chelle
81,20604,20081124,2454794.94126,5.882868,32.714386,17.526,1.082,5072,-0.167,0.071,4.153,0.196,2.92,0.86,8.884,0.552,13.07,0.835,chelle
184,20604,20101007,2455476.95385,5.882868,32.714385,17.526,1.082,5072,-0.206,0.075,4.232,0.177,6.45,0.42,9.13,0.724,16.24,0.7962,chelle
216,20606,20091127,2455162.79716,5.884765,32.696564,14.308,0.63,6722,-0.467,0.057,3.912,0.095,29.71,0.17,16.888,1.411,27.06,0.8606,chelle
102,20606,20101120,2455520.99097,5.884765,32.696565,14.308,0.63,6722,-0.529,0.062,3.669,0.103,24.27,0.06,16.482,1.021,21.94,0.869,chelle
102,20606,20110408,2455659.67921,5.884765,32.696565,14.308,0.63,6722,-0.597,0.058,3.913,0.091,24.5,0,15.174,1.914,22.4,0.7011,chelle
126,20642,20080224,2454520.70357,5.88598,32.671307,15.53,0.69,6445,-0.588,0.063,3.632,0.114,8.98,0.05,53.757,0.366,10.895,0.8872,chelle
89,20642,20080320,2454545.62173,88.289703,32.671299,15.53,0.69,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,53.1262,1.455,32.33,0.56,hydraN
215,20642,20081023,2454762.86746,5.88598,32.671307,15.53,0.69,6445,-0.618,0.064,3.656,0.106,10.02,0.03,54.074,0.375,11.69,0.9106,chelle
28,20642,20090113,2454844.64143,88.289703,32.671299,15.53,0.69,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,53.9308,0.681,22.77,0.55,hydraN
89,20642,20090211,2454873.86635,88.289703,32.671299,15.53,0.69,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,58.0223,6.215,36.78,0.27,hydraN
81,20642,20090213,2454875.69127,5.88598,32.671307,15.53,0.69,6445,-0.647,0.061,3.467,0.105,10.52,0.03,54.416,0.299,11.61,0.9119,chelle
80,20642,20100304,2455259.65699,88.289703,32.671299,15.53,0.69,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,54.0225,0.619,34.13,0.87,hydraN
105,20642,20100306,2455261.70111,5.88598,32.671307,15.53,0.69,6445,-0.659,0.069,3.516,0.18,8.77,0.05,54.154,0.456,10.62,0.7909,chelle
80,20642,20101226,2455556.76196,88.289703,32.671299,15.53,0.69,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,54.2746,0.953,34.87,0.82,hydraN
38,20642,20131223,2456649.75103,88.289703,32.671299,15.53,0.69,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,54.5047,1.482,34.86,0.82,hydraN
38,20642,20140220,2456708.78003,88.289703,32.671299,15.53,0.69,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,54.3884,4.17,40.48,0.63,hydraN
84,20648,20101130,2455531.00933,5.885073,32.684205,14.751,0.964,5421,-0.55,0.075,3.669,0.127,15.78,0.02,-14.1697,0.634,18.83,0.8763,chelle
79,20656,20110408,2455659.63083,5.881273,32.709195,14.539,0.873,5723,-0.207,0.058,3.864,0.121,4.29,0.14,2.472,0.265,10.55,0.8984,chelle
95,20685,20100131,2455227.8501,5.885567,32.710094,13.285,0.41,7602,-0.831,0.06,2.136,0.173,80.85,0.1,6.99,6.289,67.76,0.7499,chelle
82,20685,20110408,2455659.63083,5.885567,32.710095,13.285,0.41,7602,-0.811,0.06,2.495,0.119,83.54,0.08,8.629,5.744,67.43,0.7699,chelle
96,20686,20100131,2455227.8501,5.88216,32.715301,13.903,0.687,6459,-0.249,0.049,3.337,0.108,12.77,0.07,29.7381,0.418,13.15,0.8987,chelle
218,20687,20091127,2455162.79716,5.8863,32.708595,13.181,0.69,6445,-0.083,0.039,4.309,0.086,7.76,0.05,-7.544,0.244,11.87,0.9288,chelle
82,20687,20101130,2455531.00933,5.8863,32.708595,13.181,0.69,6445,-0.062,0.037,4.277,0.089,7.5,0,-7.1725,0.232,11.74,0.9297,chelle
104,20691,20101120,2455520.99097,5.88344,32.674005,13.505,0.81,5953,0.081,0.055,4.362,0.098,0.02,0.08,20.299,0.208,10.3,0.9208,chelle
104,20691,20110408,2455659.67921,5.88344,32.674005,13.505,0.81,5953,0.089,0.059,4.426,0.104,3.31,0.16,20.331,0.283,10.74,0.9,chelle
71,20697,20101130,2455531.00933,5.88294,32.68413,12.367,0.373,7880,-1.263,0.158,3.767,0.12,200,0,0.6247,46.094,202.58,0.5994,chelle
89,20697,20120309,2455995.69966,88.244102,32.684135,12.367,0.373,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,98.3464,4.747,48.08,0.37,hydraN
208,20698,20110206,2455598.61712,5.885852,32.6733,12.303,1.647,4172,-0.287,0.096,1.316,0.225,4.8,0.04,27.379,0.336,10.38,0.8841,chelle
217,20699,20091127,2455162.79716,5.886714,32.702953,12.912,0.656,6599,-0.023,0.036,4.478,0.085,8.29,0.08,2.216,0.245,12.03,0.9316,chelle
86,20699,20110408,2455659.63083,5.886714,32.702955,12.912,0.656,6599,-0.01,0.04,4.445,0.084,8.29,0.08,2.353,0.28,12.04,0.9184,chelle
91,20700,20100131,2455227.8501,5.884329,32.676239,13.667,0.479,7535,-0.509,0.069,2.436,0.118,91.81,0.18,8.5712,9.352,76.14,0.7409,chelle
88,20700,20110408,2455659.63083,5.884329,32.67624,13.667,0.479,7535,-0.501,0.065,2.648,0.094,84.78,0.12,11.193,11.941,72.09,0.6991,chelle
102,20701,20100202,2455229.73269,5.885996,32.673824,13.987,0.638,6684,-1.014,0.034,3.437,0.059,97.16,0.12,7.5754,10.179,80.89,0.7439,chelle
88,20701,20101130,2455531.00933,5.885996,32.673825,13.987,0.638,6684,-0.743,0.046,3.51,0.085,44.43,0.1,9.2217,2.913,37.46,0.8225,chelle
96,20717,20081123,2454793.91468,5.885575,32.715736,17.626,1.303,4524,-0.295,0.072,3.23,0.249,2.24,0.25,66.443,1.186,10.35,0.5592,chelle
187,20717,20101007,2455476.95385,5.885575,32.715735,17.626,1.303,4524,-0.264,0.081,3.607,0.233,2.36,0.72,66.194,0.962,14.13,0.7465,chelle
45,20890,20080320,2454545.62173,88.282242,32.709126,15.114,0.8,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-35.7051,0.634,33.29,0.88,hydraN
45,20890,20081012,2454751.98724,88.282242,32.709126,15.114,0.8,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-33.9944,1.911,36.49,0.82,hydraN
89,20890,20090312,2454902.74044,88.282242,32.709126,15.114,0.8,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-34.2658,2.822,33.85,0.39,hydraN
38,20890,20091225,2455190.69799,88.282242,32.709126,15.114,0.8,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-34.2889,1.12,36.74,0.88,hydraN
38,20890,20100304,2455259.65699,88.282242,32.709126,15.114,0.8,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-34.4758,1.02,36.01,0.92,hydraN
225,20890,20101119,2455519.80379,5.885483,32.70912,15.114,0.8,5992,-0.397,0.069,4.278,0.116,4.52,0.22,-34.144,0.207,11.08,0.9279,chelle
45,20890,20140208,2456696.62424,88.282242,32.709126,15.114,0.8,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-34.2398,0.366,34.93,0.95,hydraN
38,20890,20150309,2457090.78388,88.282242,32.709126,15.114,0.8,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-34.4817,0.577,34.41,0.89,hydraN
15,20896,20080321,2454546.61952,88.212288,32.685551,16.421,0.888,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.8879,1.561,33.82,0.68,hydraN
23,20896,20081013,2454752.89494,88.212288,32.685551,16.421,0.888,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.2921,0.59,37.82,0.87,hydraN
207,20896,20081024,2454764.85411,5.880819,32.685554,16.421,0.888,5671,-0.149,0.051,4.223,0.114,10.75,0,9.315,0.484,15.65,0.8857,chelle
207,20896,20081025,2454764.85411,5.880819,32.685554,16.421,0.888,5671,-0.149,0.051,4.223,0.114,10.75,0,9.407,0.484,15.65,0.8857,chelle
201,20896,20081123,2454793.80209,5.880819,32.685554,16.421,0.888,5671,-0.134,0.057,4.338,0.112,10.5,0,9.362,0.674,15.78,0.7745,chelle
26,20896,20090316,2454906.73872,88.212288,32.685551,16.421,0.888,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.4866,1.901,36.6,0.64,hydraN
38,20896,20091227,2455192.81748,88.212288,32.685551,16.421,0.888,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.1699,1.241,38.35,0.8,hydraN
66,20896,20101225,2455555.74286,88.212288,32.685551,16.421,0.888,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.505,0.866,37.11,0.91,hydraN
66,20896,20120131,2455957.62683,88.212288,32.685551,16.421,0.888,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.3981,1.875,36.89,0.74,hydraN
45,20896,20121210,2456271.89222,88.212288,32.685551,16.421,0.888,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,9.6903,1.014,35.54,0.85,hydraN
45,20896,20140216,2456704.62335,88.212288,32.685551,16.421,0.888,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.121,1.871,36.09,0.69,hydraN
85,30002,20101130,2455531.00933,5.884338,32.637465,14.472,0.453,7695,-0.441,0.07,2.821,0.114,81.21,0.07,34.65,6.852,67.2,0.7349,chelle
92,30003,20110122,2455583.84217,5.886732,32.63799,14.542,0.338,8198,-0.848,0.038,2.487,0.277,175.48,1.31,26.272,16.477,153.77,0.5711,chelle
214,30004,20110207,2455599.61531,5.887594,32.63697,14.645,0.39,7746,-1.5,0.1,4.36,0.106,200,0,-14.2031,56.113,230.03,0.3867,chelle
46,30005,20080320,2454545.62173,88.303421,32.646343,15.017,0.701,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,18.292,0.804,33.63,0.89,hydraN
63,30005,20080323,2454548.61608,88.303421,32.646343,15.017,0.701,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-6.3768,1.176,34.09,0.84,hydraN
46,30005,20081012,2454751.98724,88.303421,32.646343,15.017,0.701,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,19.4386,0.631,35.05,0.9,hydraN
89,30005,20081013,2454752.89494,88.303421,32.646343,15.017,0.701,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,12.0416,2.11,37.83,0.73,hydraN
102,30005,20081124,2454794.94126,5.886895,32.646343,15.017,0.701,6397,-0.202,0.043,3.959,0.106,10.79,0.08,18.236,0.316,12.7,0.9216,chelle
98,30005,20090214,2454876.6958,5.886895,32.646343,15.017,0.701,6397,-0.196,0.047,3.955,0.11,10.75,0,20.067,0.333,12.61,0.9186,chelle
63,30005,20090312,2454902.74044,88.303421,32.646343,15.017,0.701,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,15.0411,10.731,35.27,0.18,hydraN
80,30005,20091226,2455191.69619,88.303421,32.646343,15.017,0.701,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-7.4198,0.414,37.3,0.93,hydraN
80,30005,20100105,2455201.66881,88.303421,32.646343,15.017,0.701,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,16.8875,0.602,35.59,0.9,hydraN
80,30005,20100305,2455260.63893,88.303421,32.646343,15.017,0.701,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-6.3719,0.403,35.54,0.93,hydraN
4,30005,20101225,2455555.74286,88.303421,32.646343,15.017,0.701,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,16.0078,0.443,35.49,0.94,hydraN
80,30005,20110223,2455615.65734,88.303421,32.646343,15.017,0.701,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,-7.8778,0.563,37.43,0.92,hydraN
46,30005,20110319,2455639.66024,88.303421,32.646343,15.017,0.701,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,0.5225,0.637,34.27,0.9,hydraN
4,30005,20120131,2455957.75165,88.303421,32.646343,15.017,0.701,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,2.586,0.528,35.55,0.9,hydraN
46,30005,20120308,2455994.64976,88.303421,32.646343,15.017,0.701,-999,-9.9,-9.9,-9.9,-9.9,-9.9,-9.9,8.5917,0.481,35.16,0.9,hydraN
